Volatility 3 Framework 2.7.1

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
4700	mspaint.exe	0xc607986bd4e4	0x4d0	DxgkSharedResource	0x4	
4700	mspaint.exe	0xc607986bd2a4	0x4d4	DxgkSharedSyncObject	0x4	
4700	mspaint.exe	0xc607986bd2a4	0x4d8	DxgkSharedSyncObject	0x4	
4700	mspaint.exe	0xa30710bbfe60	0x4dc	Semaphore	0x100003	
4700	mspaint.exe	0xa30710bc0160	0x4e0	Semaphore	0x100003	
4700	mspaint.exe	0xa3071090ad20	0x4e4	ALPC Port	0x1f0001	
4700	mspaint.exe	0xa30710bbf2e0	0x4e8	Semaphore	0x100003	
4700	mspaint.exe	0xa30710bc00e0	0x4ec	Semaphore	0x100003	
4700	mspaint.exe	0xa30710bbf560	0x4f0	Semaphore	0x100003	
4700	mspaint.exe	0xa30710bbf760	0x4f4	Semaphore	0x100003	
4700	mspaint.exe	0xa30710bbf7e0	0x4f8	Semaphore	0x100003	
4700	mspaint.exe	0xa30710bbf360	0x4fc	Semaphore	0x100003	
4700	mspaint.exe	0xa3071030f1c0	0x500	EtwRegistration	0x804	
4700	mspaint.exe	0xa3071030e660	0x504	EtwRegistration	0x804	
4700	mspaint.exe	0xa3071030fc40	0x508	EtwRegistration	0x804	
4700	mspaint.exe	0xa3071030fe00	0x50c	EtwRegistration	0x804	
4700	mspaint.exe	0xa3071030eba0	0x510	EtwRegistration	0x804	
4700	mspaint.exe	0xa3071030e820	0x514	EtwRegistration	0x804	
4700	mspaint.exe	0xa3071030ed60	0x518	EtwRegistration	0x804	
4700	mspaint.exe	0xa307103100a0	0x51c	EtwRegistration	0x804	
4700	mspaint.exe	0xa30710bbf1e0	0x520	Event	0x1f0003	
4700	mspaint.exe	0xa3070ff65850	0x524	Timer	0x1f0003	
4700	mspaint.exe	0xa3070ff65a00	0x528	Timer	0x1f0003	
4700	mspaint.exe	0xa30710bbf960	0x52c	Event	0x1f0003	
4700	mspaint.exe	0xa3071098da40	0x530	WaitCompletionPacket	0x1	
4700	mspaint.exe	0xa30710bbfbe0	0x534	Event	0x1f0003	
4700	mspaint.exe	0xa3071098e0c0	0x538	WaitCompletionPacket	0x1	
4700	mspaint.exe	0xa3071098eb50	0x53c	WaitCompletionPacket	0x1	
4700	mspaint.exe	0xa3071098d970	0x540	WaitCompletionPacket	0x1	
4700	mspaint.exe	0xa30710a30080	0x544	Thread	0x1fffff	Tid 4704 Pid 4700
4700	mspaint.exe	0xa3071098ee90	0x548	WaitCompletionPacket	0x1	
4700	mspaint.exe	0xa30710a0f740	0x54c	IoCompletionReserve	0xf0003	
4700	mspaint.exe	0xa307101f8cf0	0x554	ALPC Port	0x1f0001	[CoreUI]-PID(4700)-TID(4704) c20f542d-fc77-4704-b867-1ded79397b32
4700	mspaint.exe	0xa3071098ec20	0x558	WaitCompletionPacket	0x1	
4700	mspaint.exe	0xa3071090aac0	0x55c	ALPC Port	0x1f0001	
4700	mspaint.exe	0xa3071098e5a0	0x560	WaitCompletionPacket	0x1	
4700	mspaint.exe	0xa3071030fee0	0x564	EtwRegistration	0x804	
4700	mspaint.exe	0xa30710beaac0	0x570	ALPC Port	0x1f0001	
4700	mspaint.exe	0xa3070e94b2f0	0x574	Mutant	0x1f0001	SessionImmersiveColorMutex
4700	mspaint.exe	0xa3071030ee40	0x57c	EtwRegistration	0x804	
4700	mspaint.exe	0xa3071030f0e0	0x580	EtwRegistration	0x804	
4700	mspaint.exe	0xa3071030f2a0	0x584	EtwRegistration	0x804	
4700	mspaint.exe	0xa30710d81a30	0x588	Mutant	0x1f0001	
