Volatility 3 Framework 2.7.1

PID	Process	Offset	HandleValue	Type	GrantedAccess	Name
972	dwm.exe	0xa3070e963700	0xd4	EtwRegistration	0x804	
972	dwm.exe	0xa3070e964c00	0xd8	EtwRegistration	0x804	
972	dwm.exe	0xa3070e964180	0xdc	EtwRegistration	0x804	
972	dwm.exe	0xa3070e963460	0xe0	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9654c0	0xe4	EtwRegistration	0x804	
972	dwm.exe	0xa3070e966100	0xe8	EtwRegistration	0x804	
972	dwm.exe	0xa3070e93cde0	0xec	Event	0x1f0003	
972	dwm.exe	0xa3070f2f7430	0xf0	WaitCompletionPacket	0x1	
972	dwm.exe	0xc60797308a00	0xf4	Key	0x20019	MACHINE
972	dwm.exe	0xc60797308c20	0xf8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\OLE
972	dwm.exe	0xa3070e93c2e0	0xfc	Event	0x1f0003	
972	dwm.exe	0xc6079749f0d0	0x100	Key	0x20019	USER\.DEFAULT\SOFTWARE\CLASSES\LOCAL SETTINGS\SOFTWARE\MICROSOFT
972	dwm.exe	0xc6079749fa60	0x104	Key	0x20019	USER\.DEFAULT\SOFTWARE\CLASSES\LOCAL SETTINGS
972	dwm.exe	0xa3070e93cd60	0x108	Event	0x1f0003	
972	dwm.exe	0xa3070e9638c0	0x10c	EtwRegistration	0x804	
972	dwm.exe	0xa3070e963b60	0x110	EtwRegistration	0x804	
972	dwm.exe	0xa3070e963d20	0x114	EtwRegistration	0x804	
972	dwm.exe	0xa3070e93c9e0	0x118	Event	0x1f0003	
972	dwm.exe	0xa3070e93c360	0x11c	Event	0x1f0003	
972	dwm.exe	0xa3070e93ca60	0x120	Event	0x1f0003	
972	dwm.exe	0xa3070e93c660	0x124	Event	0x1f0003	
972	dwm.exe	0xa3070e93cb60	0x128	Event	0x1f0003	
972	dwm.exe	0xa3070e93cae0	0x12c	Event	0x1f0003	
972	dwm.exe	0xa3070e963c40	0x130	EtwRegistration	0x804	
972	dwm.exe	0xa3070e963e00	0x134	EtwRegistration	0x804	
972	dwm.exe	0xa3070e966800	0x138	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9662c0	0x13c	EtwRegistration	0x804	
972	dwm.exe	0xa3070e965300	0x140	EtwRegistration	0x804	
972	dwm.exe	0xa3070e965840	0x144	EtwRegistration	0x804	
972	dwm.exe	0xa3070e965220	0x148	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9655a0	0x14c	EtwRegistration	0x804	
972	dwm.exe	0xc607974a0a50	0x150	Key	0x20019	USER\.DEFAULT
972	dwm.exe	0xa3070e965140	0x154	EtwRegistration	0x804	
972	dwm.exe	0xa3070e965680	0x158	EtwRegistration	0x804	
972	dwm.exe	0xa3070e964ce0	0x15c	EtwRegistration	0x804	
972	dwm.exe	0xa3070e965760	0x160	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9653e0	0x164	EtwRegistration	0x804	
972	dwm.exe	0xa3070e965d80	0x168	EtwRegistration	0x804	
972	dwm.exe	0xa3070e966640	0x16c	EtwRegistration	0x804	
972	dwm.exe	0xa3070e966720	0x170	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9663a0	0x174	EtwRegistration	0x804	
972	dwm.exe	0xa3070e965920	0x178	EtwRegistration	0x804	
972	dwm.exe	0xa3070e966480	0x17c	EtwRegistration	0x804	
972	dwm.exe	0xa3070e965f40	0x180	EtwRegistration	0x804	
972	dwm.exe	0xa3070f3df410	0x184	File	0x100001	\Device\HarddiskVolume3\Windows\System32\en-US\d2d1.dll.mui
972	dwm.exe	0xa3070e965a00	0x188	EtwRegistration	0x804	
972	dwm.exe	0xa3070e964dc0	0x18c	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9661e0	0x190	EtwRegistration	0x804	
972	dwm.exe	0xa3070e966560	0x194	EtwRegistration	0x804	
972	dwm.exe	0xa3070f3df8c0	0x198	File	0x120089	\Device\DeviceApi\CMApi
972	dwm.exe	0xa3070e965ca0	0x19c	EtwRegistration	0x804	
972	dwm.exe	0xa3070e93c1e0	0x1a0	Semaphore	0x100003	
972	dwm.exe	0xa3070e93d0e0	0x1a4	Semaphore	0x100003	
972	dwm.exe	0xa3070e93c4e0	0x1a8	Semaphore	0x100003	
972	dwm.exe	0xa3070e93c560	0x1ac	Semaphore	0x100003	
972	dwm.exe	0xa3070e93c5e0	0x1b0	Semaphore	0x100003	
972	dwm.exe	0xa3070e93ce60	0x1b4	Semaphore	0x100003	
972	dwm.exe	0xa3070e93c860	0x1b8	Semaphore	0x100003	
972	dwm.exe	0xa3070e93cbe0	0x1bc	Semaphore	0x100003	
972	dwm.exe	0xa3070e965bc0	0x1c0	EtwRegistration	0x804	
972	dwm.exe	0xa3070e964ea0	0x1c4	EtwRegistration	0x804	
972	dwm.exe	0xa3070e96c3a0	0x1c8	Mutant	0x1f0001	
972	dwm.exe	0xa3070f3e0090	0x1cc	File	0x100001	\Device\CNG
972	dwm.exe	0xa3070e965ae0	0x1d0	EtwRegistration	0x804	
972	dwm.exe	0xa3070e965e60	0x1d4	EtwRegistration	0x804	
972	dwm.exe	0xa3070e964f80	0x1d8	EtwRegistration	0x804	
972	dwm.exe	0xa3070e967a60	0x1dc	EtwRegistration	0x804	
972	dwm.exe	0xa3070e968320	0x1e0	EtwRegistration	0x804	
972	dwm.exe	0xa3070e967c20	0x1e4	EtwRegistration	0x804	
972	dwm.exe	0xa3070e968240	0x1e8	EtwRegistration	0x804	
972	dwm.exe	0xa3070e967520	0x1ec	EtwRegistration	0x804	
972	dwm.exe	0xa3070e967ec0	0x1f0	EtwRegistration	0x804	
972	dwm.exe	0xa3070e93cc60	0x1f8	Event	0x1f0003	
972	dwm.exe	0xa3070e9669c0	0x1fc	EtwRegistration	0x804	
972	dwm.exe	0xa3070e968400	0x200	EtwRegistration	0x804	
972	dwm.exe	0xa3070e968080	0x204	EtwRegistration	0x804	
972	dwm.exe	0xa3070e93c6e0	0x208	Event	0x1f0003	
972	dwm.exe	0xa3070e92c080	0x20c	Thread	0x1fffff	Tid 976 Pid 972
972	dwm.exe	0xa3070e95eda0	0x210	ALPC Port	0x1f0001	
972	dwm.exe	0xa3070f39ad00	0x214	ALPC Port	0x1f0001	DwmApiPort
972	dwm.exe	0xa3070e977080	0x218	Thread	0x1fffff	Tid 320 Pid 972
972	dwm.exe	0xa3070f39ad00	0x21c	ALPC Port	0x1f0001	DwmApiPort
972	dwm.exe	0xa3070e968160	0x220	EtwRegistration	0x804	
972	dwm.exe	0xa3070e966c60	0x224	EtwRegistration	0x804	
972	dwm.exe	0xa3070e966d40	0x228	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9bdcd0	0x22c	ALPC Port	0x1f0001	
972	dwm.exe	0xa3070e99d7e0	0x230	EtwRegistration	0x804	
972	dwm.exe	0xa3070e966aa0	0x234	EtwRegistration	0x804	
972	dwm.exe	0xa3070f2438e0	0x238	Event	0x100000	
972	dwm.exe	0xc60797171fc0	0x23c	Section	0x4	
972	dwm.exe	0xa3070e93cf60	0x240	Event	0x1f0003	
972	dwm.exe	0xa3070e977080	0x244	Thread	0x1fffff	Tid 320 Pid 972
972	dwm.exe	0xa3070e974b80	0x248	ALPC Port	0x1f0001	
972	dwm.exe	0xa3070f2431e0	0x24c	Event	0x100000	
972	dwm.exe	0xa3070e940f60	0x250	Event	0x1f0003	
972	dwm.exe	0xa3070e93c8e0	0x254	Event	0x1f0003	
972	dwm.exe	0xa3070e97a080	0x258	Thread	0x1fffff	Tid 344 Pid 972
972	dwm.exe	0xa3070e93c960	0x25c	Event	0x1f0003	
972	dwm.exe	0xa3070e93d062	0x260	DmaAdapter	0x1f0003	
972	dwm.exe	0xa3070e966e42	0x264	Thread	0x1f0003	Tid 0 Pid 0
972	dwm.exe	0xa3070f2c9250	0x268	Timer	0x1f0003	
972	dwm.exe	0xa3070e97a080	0x26c	Thread	0x1fffff	Tid 344 Pid 972
972	dwm.exe	0xa3070f2ca4e0	0x270	Timer	0x1f0003	
972	dwm.exe	0xa3070e93d560	0x278	Event	0x1f0003	
972	dwm.exe	0xa3070e97a080	0x27c	Thread	0x1fffff	Tid 344 Pid 972
972	dwm.exe	0xa3070e9bd0b0	0x280	ALPC Port	0x1f0001	
972	dwm.exe	0xa3070e93f4e0	0x284	Event	0x1f0003	
972	dwm.exe	0xa3070f2c9400	0x288	Timer	0x1f0003	
972	dwm.exe	0xa3070f2ca840	0x28c	Timer	0x1f0003	
972	dwm.exe	0xa3070e93f660	0x290	Event	0x1f0003	
972	dwm.exe	0xa3070e995b60	0x294	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e93f760	0x298	Event	0x1f0003	
972	dwm.exe	0xa3070e997d80	0x29c	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9973c0	0x2a0	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e997150	0x2a4	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e977080	0x2a8	Thread	0x1fffff	Tid 320 Pid 972
972	dwm.exe	0xa3070e998330	0x2ac	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9bd570	0x2b0	ALPC Port	0x1f0001	
972	dwm.exe	0xa3070e9410e0	0x2b4	Event	0x1f0003	
972	dwm.exe	0xa3070f2c95b0	0x2b8	Timer	0x1f0003	
972	dwm.exe	0xa3070e9cf9f0	0x2bc	Timer	0x1f0003	
972	dwm.exe	0xa3070e940a60	0x2c0	Event	0x1f0003	
972	dwm.exe	0xa3070e997080	0x2c4	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e940ce0	0x2c8	Event	0x1f0003	
972	dwm.exe	0xa3070e9972f0	0x2cc	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e996ba0	0x2d0	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e997220	0x2d4	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e97a080	0x2d8	Thread	0x1fffff	Tid 344 Pid 972
972	dwm.exe	0xa3070e997490	0x2dc	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9c4080	0x2e0	Thread	0x1fffff	Tid 828 Pid 972
972	dwm.exe	0xa3070e9be2d0	0x2e4	ALPC Port	0x1f0001	
972	dwm.exe	0xa3070e9a0800	0x2ec	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9403e0	0x2f8	Event	0x100000	
972	dwm.exe	0xa3070e9403e0	0x2fc	Event	0x100000	
972	dwm.exe	0xa3070e9402e0	0x300	Event	0x1f0003	
972	dwm.exe	0xa3070e940460	0x304	Event	0x1f0003	
972	dwm.exe	0xa3070e9cb080	0x308	Thread	0x1fffff	Tid 840 Pid 972
972	dwm.exe	0xa3070e9404e0	0x30c	Event	0x1f0003	
972	dwm.exe	0xa3070e941d60	0x310	Event	0x1f0003	
972	dwm.exe	0xa3070e941160	0x314	Event	0x1f0003	
972	dwm.exe	0xa3070e942060	0x318	Event	0x1f0003	
972	dwm.exe	0xa3070e9cc080	0x320	Thread	0x1fffff	Tid 884 Pid 972
972	dwm.exe	0xa3070e9c2dc0	0x324	ALPC Port	0x1f0001	
972	dwm.exe	0xa3070e9c3ce0	0x32c	ALPC Port	0x1f0001	
972	dwm.exe	0xa3070e941360	0x330	Event	0x1f0003	
972	dwm.exe	0xa3070e9cf690	0x334	Timer	0x1f0003	
972	dwm.exe	0xa3070e9ce760	0x338	Timer	0x1f0003	
972	dwm.exe	0xa3070e9420e0	0x33c	Event	0x1f0003	
972	dwm.exe	0xa3070e998400	0x340	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9411e0	0x344	Event	0x1f0003	
972	dwm.exe	0xa3070e997970	0x348	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e997f20	0x34c	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e997560	0x350	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9cb080	0x354	Thread	0x1fffff	Tid 840 Pid 972
972	dwm.exe	0xa3070e996c70	0x358	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e996ad0	0x35c	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e997630	0x360	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e970360	0x364	Mutant	0x1f0001	
972	dwm.exe	0xa3070e941260	0x368	Event	0x1f0003	
972	dwm.exe	0xa3070e9ce5b0	0x36c	Timer	0x1f0003	
972	dwm.exe	0xa3070e9ceac0	0x370	Timer	0x1f0003	
972	dwm.exe	0xa3070e9416e0	0x374	Event	0x1f0003	
972	dwm.exe	0xa3070e996d40	0x378	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e941960	0x37c	Event	0x1f0003	
972	dwm.exe	0xa3070e996ee0	0x380	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e997a40	0x384	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e997700	0x388	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9cc080	0x38c	Thread	0x1fffff	Tid 884 Pid 972
972	dwm.exe	0xa3070e9980c0	0x390	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e941760	0x394	Event	0x1f0003	
972	dwm.exe	0xa3070e9417e0	0x398	Event	0x1f0003	
972	dwm.exe	0xa3070e9a0640	0x39c	EtwRegistration	0x804	
972	dwm.exe	0xa3070e941fe0	0x3a0	Event	0x1f0003	
972	dwm.exe	0xa3070e99ef80	0x3a4	EtwRegistration	0x804	
972	dwm.exe	0xa3070e99f300	0x3a8	EtwRegistration	0x804	
972	dwm.exe	0xa3070e970180	0x3ac	Mutant	0x1f0001	
972	dwm.exe	0xa3070e9414e0	0x3b0	Event	0x1f0003	
972	dwm.exe	0xa3070e99f3e0	0x3b4	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9a0720	0x3b8	EtwRegistration	0x804	
972	dwm.exe	0xa3070e99f140	0x3bc	EtwRegistration	0x804	
972	dwm.exe	0xa3070e99f680	0x3c0	EtwRegistration	0x804	
972	dwm.exe	0xa3070e99edc0	0x3c4	EtwRegistration	0x804	
972	dwm.exe	0xa3070e99f760	0x3c8	EtwRegistration	0x804	
972	dwm.exe	0xa3070e99fae0	0x3cc	EtwRegistration	0x804	
972	dwm.exe	0xa3070e99fbc0	0x3d0	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9a0100	0x3d4	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9a01e0	0x3d8	EtwRegistration	0x804	
972	dwm.exe	0xa3070e99eea0	0x3dc	EtwRegistration	0x804	
972	dwm.exe	0xa3070e941b60	0x3e0	Semaphore	0x100003	
972	dwm.exe	0xa3070e941be0	0x3e4	Semaphore	0x100003	
972	dwm.exe	0xa3070e941c60	0x3e8	Event	0x1f0003	
972	dwm.exe	0xa3070e9a77f0	0x3ec	File	0x100003	\Device\KsecDD
972	dwm.exe	0xa3070e942360	0x3f8	Event	0x1f0003	
972	dwm.exe	0xa3070e942860	0x3fc	Event	0x1f0003	
972	dwm.exe	0xa3070e9978a0	0x404	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e999100	0x408	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e998670	0x40c	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9a02c0	0x410	IoCompletion	0x1f0003	
972	dwm.exe	0xa3070e94b990	0x414	IoCompletionReserve	0xf0003	
972	dwm.exe	0xa3070e942a60	0x418	Event	0x1f0003	
972	dwm.exe	0xa3070e942e60	0x41c	Event	0x1f0003	
972	dwm.exe	0xa3070e98a9d0	0x420	ALPC Port	0x1f0001	[CoreUI]-PID(972)-TID(344) 8e039275-1841-49f6-ae9c-66241f05744e
972	dwm.exe	0xa3070e999850	0x424	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9425e0	0x428	Event	0x1f0003	
972	dwm.exe	0xa3070e942560	0x42c	Event	0x1f0003	
972	dwm.exe	0xa3070e99fe60	0x430	EtwRegistration	0x804	
972	dwm.exe	0xa3070e95d5b0	0x43c	ALPC Port	0x1f0001	[CoreUI]-PID(972)-TID(344) 724d0b57-c2f6-426c-9678-9fad7712f94c
972	dwm.exe	0xa3070e998b50	0x440	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e95d330	0x444	ALPC Port	0x1f0001	[CoreUI]-PID(972)-TID(344) b5d7dac8-b09d-4b8d-b40c-246825c51e7b
972	dwm.exe	0xa3070e999ac0	0x448	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9a0480	0x44c	EtwRegistration	0x804	
972	dwm.exe	0xa3070e940ee0	0x450	Event	0x1f0003	
972	dwm.exe	0xa3070e999780	0x454	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e964440	0x458	IoCompletion	0x1f0003	
972	dwm.exe	0xa307105c84c0	0x45c	ALPC Port	0x1f0001	
972	dwm.exe	0xa3070e9a0ac0	0x460	IoCompletion	0x1f0003	
972	dwm.exe	0xa3070e94cf50	0x464	IoCompletionReserve	0xf0003	
972	dwm.exe	0xa3070e9d2b90	0x468	ALPC Port	0x1f0001	
972	dwm.exe	0xa3070e9995e0	0x46c	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e95ea30	0x470	ALPC Port	0x1f0001	[CoreUI]-PID(972)-TID(840) ad5d5ba8-b276-4b3b-b5b3-0177f3f63097
972	dwm.exe	0xa3070e999920	0x474	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070fb4eee0	0x478	Event	0x1f0003	
972	dwm.exe	0xa3070e942460	0x47c	Event	0x1f0003	
972	dwm.exe	0xa3070e9424e0	0x480	Event	0x1f0003	
972	dwm.exe	0xa3070e9421e0	0x484	Event	0x1f0003	
972	dwm.exe	0xa3070e942c60	0x488	Event	0x1f0003	
972	dwm.exe	0xa3070e942660	0x48c	Event	0x1f0003	
972	dwm.exe	0xc60797312bf0	0x490	Section	0x4	__ComCatalogCache__
972	dwm.exe	0xc607974a5290	0x494	Key	0x20019	MACHINE\SOFTWARE\CLASSES
972	dwm.exe	0xa3070e9a11a0	0x498	EtwRegistration	0x804	
972	dwm.exe	0xa3070b6787a0	0x49c	Event	0x100001	MaximumCommitCondition
972	dwm.exe	0xc607974a3c40	0x4a0	Key	0x10	USER\.DEFAULT\SOFTWARE\CLASSES
972	dwm.exe	0xc607974a55c0	0x4a4	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWSRUNTIME
972	dwm.exe	0xc607974a4a10	0x4a8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWSRUNTIME\ACTIVATABLECLASSID
972	dwm.exe	0xa3070e942d60	0x4ac	Event	0x1f0003	
972	dwm.exe	0xa3070e9999f0	0x4b0	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9db080	0x4b4	Thread	0x1fffff	Tid 688 Pid 972
972	dwm.exe	0xa3070e9a2080	0x4b8	EtwRegistration	0x804	
972	dwm.exe	0xa3070e925570	0x4bc	ALPC Port	0x1f0001	[CoreUI]-PID(972)-TID(840) 7b6b174e-0525-4c27-a93c-7704bc2fd24d
972	dwm.exe	0xc607974a4190	0x4c0	Key	0x20019	MACHINE\SOFTWARE\CLASSES
972	dwm.exe	0xa3070e9a1980	0x4c4	EtwRegistration	0x804	
972	dwm.exe	0xa3071020ccd0	0x4cc	ALPC Port	0x1f0001	
972	dwm.exe	0xa3070ff853e0	0x4d0	Event	0x1f0003	
972	dwm.exe	0xc607974a3b30	0x4d8	Key	0x20019	MACHINE\SOFTWARE\CLASSES
972	dwm.exe	0xa3070e9a0d40	0x4dc	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9a18a0	0x4e0	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9da080	0x4e4	Thread	0x1fffff	Tid 332 Pid 972
972	dwm.exe	0xc607974a3800	0x4e8	Key	0x1	MACHINE\SOFTWARE\MICROSOFT\WINDOWS\DWM
972	dwm.exe	0xa3070fb146f0	0x4ec	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9a0b80	0x4f0	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9a2320	0x4f4	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9a2160	0x4f8	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9a2240	0x4fc	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9a1b40	0x500	EtwRegistration	0x804	
972	dwm.exe	0xa3070e999b90	0x504	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9a1ec0	0x508	EtwRegistration	0x804	
972	dwm.exe	0xa30710bcd160	0x50c	Event	0x1f0003	
972	dwm.exe	0xa3070e95e7b0	0x510	ALPC Port	0x1f0001	[CoreUI]-PID(972)-TID(840) 52830310-5de2-4e80-81f6-78d80eb7bb72
972	dwm.exe	0xc60797312bf0	0x514	Section	0x4	__ComCatalogCache__
972	dwm.exe	0xa3070e940ce0	0x518	Event	0x1f0003	
972	dwm.exe	0xa3070e998740	0x51c	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9a1de0	0x520	EtwRegistration	0x804	
972	dwm.exe	0xa3070e999c60	0x524	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9252f0	0x528	ALPC Port	0x1f0001	[CoreUI]-PID(972)-TID(840) 89dd08c4-4dfc-4d7a-aa31-6f722c689632
972	dwm.exe	0xa3070e9988e0	0x52c	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9a1c20	0x530	EtwRegistration	0x804	
972	dwm.exe	0xa3070e94c7f0	0x534	Mutant	0x1f0001	SM0:972:120:WilError_03
972	dwm.exe	0xa3070e971500	0x538	Semaphore	0x1f0003	SM0:972:120:WilError_03_p0
972	dwm.exe	0xa3070e972680	0x53c	Semaphore	0x1f0003	SM0:972:120:WilError_03_p0h
972	dwm.exe	0xa3070e993d20	0x540	ALPC Port	0x1f0001	[CoreUI]-PID(972)-TID(840) d5b967bf-024d-4f50-8ae6-2a88f8a6f6a3
972	dwm.exe	0xa3070e999e00	0x544	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e993aa0	0x548	ALPC Port	0x1f0001	[CoreUI]-PID(972)-TID(840) 42f23224-e8b2-4c49-8d3b-8f27fa4ff2ec
972	dwm.exe	0xa3070e999d30	0x54c	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9a08e0	0x550	EtwRegistration	0x804	
972	dwm.exe	0xa3070e992d40	0x554	ALPC Port	0x1f0001	[CoreUI]-PID(972)-TID(840) fb94d3bf-140f-42d9-a9a5-4aba75327c32
972	dwm.exe	0xa3070e9a1600	0x558	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9984d0	0x55c	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e943ee0	0x560	Event	0x1f0003	
972	dwm.exe	0xa3070e943960	0x564	Event	0x1f0003	
972	dwm.exe	0xa3070e9ea810	0x568	ALPC Port	0x1f0001	[CoreUI]-PID(972)-TID(840) d29d7f6d-a623-41c2-b7df-3de368549111
972	dwm.exe	0xa3070e9991d0	0x56c	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9ea590	0x570	ALPC Port	0x1f0001	[CoreUI]-PID(972)-TID(840) c8d80896-a644-4fc3-b734-2e14c54f0ac3
972	dwm.exe	0xa3070e998810	0x574	WaitCompletionPacket	0x1	
972	dwm.exe	0xc607974a47f0	0x578	Key	0x20019	MACHINE\SYSTEM\INPUT
972	dwm.exe	0xa3070e943e60	0x57c	Event	0x1f0003	
972	dwm.exe	0xa3070e9989b0	0x580	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9a10c0	0x584	EtwRegistration	0x804	
972	dwm.exe	0xc607974a3d50	0x588	Key	0x20019	USER
972	dwm.exe	0xa3070e9a09c0	0x58c	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9a1360	0x590	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9a1d00	0x594	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9a16e0	0x598	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9433e0	0x59c	Event	0x1f0003	
972	dwm.exe	0xa3070e9a17c0	0x5a0	EtwRegistration	0x804	
972	dwm.exe	0xa3070e9ae3a0	0x5a4	File	0x100001	\Device\KsecDD
972	dwm.exe	0xc607974a4f60	0x5a8	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\WINDOWSRUNTIME\SERVER
972	dwm.exe	0xa3070e9db080	0x5ac	Thread	0x1fffff	Tid 688 Pid 972
972	dwm.exe	0xa3070e9a2a20	0x5b0	EtwRegistration	0x804	
972	dwm.exe	0xc607974a43b0	0x5b4	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\SERVICES\CRYPT32
972	dwm.exe	0xa3070e943460	0x5b8	Event	0x1f0003	
972	dwm.exe	0xa3070e9992a0	0x5bc	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e9a26c0	0x5c0	IoCompletion	0x1f0003	
972	dwm.exe	0xa3070e9dad20	0x5c4	TpWorkerFactory	0xf00ff	
972	dwm.exe	0xa3070e9482b0	0x5c8	IRTimer	0x100002	
972	dwm.exe	0xa3070e998dc0	0x5cc	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070e948090	0x5d0	IRTimer	0x100002	
972	dwm.exe	0xa3070e999440	0x5d4	WaitCompletionPacket	0x1	
972	dwm.exe	0xa3070fa1ca40	0x5d8	EtwRegistration	0x804	
972	dwm.exe	0xa3070e943be0	0x5dc	Event	0x1f0003	
972	dwm.exe	0xa3070e9dc080	0x5e0	Thread	0x1fffff	Tid 1036 Pid 972
972	dwm.exe	0xc607974a4e50	0x5e4	Key	0x20019	MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\IDS
972	dwm.exe	0xa3070e9ea310	0x5e8	ALPC Port	0x1f0001	OLE1F2224EC585B56C882E24F7F12C8
972	dwm.exe	0xa3070fa0b260	0x5ec	Event	0x1f0003	
972	dwm.exe	0xa3070e9a69e0	0x5f0	File	0x100001	\Device\HarddiskVolume3\Windows\System32\en-GB\crypt32.dll.mui
972	dwm.exe	0xa3070fa0c060	0x5f4	Event	0x1f0003	
972	dwm.exe	0xa3070fa0bbe0	0x5f8	Event	0x1f0003	
972	dwm.exe	0xa3070fa0bde0	0x5fc	Event	0x1f0003	
972	dwm.exe	0xa3070e9cfba0	0x600	Timer	0x100002	
972	dwm.exe	0xa3070fa0bce0	0x604	Event	0x1f0003	
972	dwm.exe	0xa3070fa0b2e0	0x60c	Event	0x1f0003	
972	dwm.exe	0xc607974a46e0	0x610	Key	0x20019	USER\.DEFAULT\CONTROL PANEL\INTERNATIONAL
972	dwm.exe	0xa3070e97d040	0x614	Thread	0x1fffff	Tid 432 Pid 972
972	dwm.exe	0xa3070e9eca80	0x618	ALPC Port	0x1f0001	
972	dwm.exe	0xc607974a34d0	0x61c	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\CRYPTOGRAPHY\OID\ENCODINGTYPE 0\CERTDLLCREATECERTIFICATECHAINENGINE\CONFIG
972	dwm.exe	0xc607974a57e0	0x620	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\CA
972	dwm.exe	0xc6079749f620	0x624	Key	0x20019	USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\CA
972	dwm.exe	0xc607974a6c10	0x628	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\CA
972	dwm.exe	0xc607974a64a0	0x62c	Key	0x20019	USER\.DEFAULT
972	dwm.exe	0xc607974a58f0	0x630	Key	0x20019	MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\DISALLOWED
